"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043583","ear development","80/3563","172/13649",0.465116279069767,1.78174911395545,6.13222304823749,5.56756993049827e-09,2.89665479202196e-06,2.51899240491826e-06,"DDR1/COL11A1/FZD6/JAG1/CEBPD/FGF2/CYTL1/ATP8B1/CTHRC1/KCNK2/EDNRA/TBX3/DIAPH3/C1QTNF5/MAFB/SIX1/TBX2/SPRY2/MAPK1/KCNK3/SHROOM2/PRRX1/LRIG1/NIPBL/BMP5/LRP10/CDH23/ANP32B/SOX9/SOX2/GABRA5/HOXA1/OSR1/TGFB2/REST/IFT20/GSDME/PTPN11/BMP4/ALDH1A3/TRIP11/EDN1/ZEB1/SDC4/FZD3/ZIC1/RBPJ/DLX5/SLC4A7/GSC/HES1/CEP290/BCL2L11/OTX1/WNT5A/BMPER/PAX8/CEBPA/CECR2/TFAP2A/EYA1/WHRN/SOBP/HOXA13/MCOLN3/TBX1/CHRNA9/HOXA2/NTN1/OTOGL/MYO6/MYO15A/HPCA/LHFPL5/SIX2/NKX3-2/LRIG3/AHI1/DLX6/IFT88",80
"GO:0061564","axon development","169/3563","442/13649",0.382352941176471,1.46470258044279,5.90292229119962,8.90333133478767e-09,4.24614710241582e-06,3.69253952200668e-06,"BMP7/CXCL12/FEZ1/MAP1B/RGMA/DDR1/NELL2/DPYSL5/NEXN/TUBB2B/ITGB1/NRP2/NTN4/DRAXIN/LAMB2/L1CAM/PTPRO/OLFM1/NREP/GDNF/EFNB2/NDN/MAPT/PALLD/RPS6KA5/BDNF/NPR2/RAC3/SEMA3A/EDNRA/ACTB/THY1/VAX1/METRN/PTPRM/ETV1/RTN4R/MATN2/NR4A2/CHN1/SIPA1L1/ARHGEF28/NEFH/MYCBP2/APP/TUBB3/NGFR/RTN4RL1/GAP43/NIN/NPTX1/NKX6-1/SEMA3F/S100A6/SPP1/OTX2/HMCN2/BAIAP2/DCC/EFNB3/EFNA3/NUMBL/SEMA4F/DAB1/SPART/RNF6/EPHA3/LRP4/GOLGA4/PARD3/B4GALT6/ULK1/PTN/USP9X/FGF13/BRSK2/DRD2/CREB1/TNFRSF21/FLRT3/EIF4G2/ISLR2/MYPN/SEMA6C/KIF5B/SEMA6A/MACF1/EFNA5/PTPN11/EMB/UNC5A/TOP2B/EPHB6/SEMA6B/MMP2/KALRN/BARHL2/ADNP/EDN1/FKBP1B/FZD3/EFNA2/NTRK1/DLX5/ROBO3/C12orf57/CRPPA/ACTBL2/LAMA2/TBCE/MTR/WNT5A/FLNA/CNTN5/NEFL/STMN1/KIF21A/SHOX2/CSF1R/AFG3L2/CSPG5/SLIT3/RUFY3/CNTN4/PAK3/SNAP25/RET/POU4F1/NRXN3/EFNA1/ARK2C/ANOS1/APOE/OPHN1/BCL11B/ANK3/VASH2/SLITRK4/NOTCH3/HOXA2/SEMA6D/NTN1/SEMA4D/UNC5D/NRCAM/PLXNA4/SKIL/ISL2/LHX2/TRPV2/SLIT2/VAX2/GPM6B/POU3F2/SEMA5A/BCL11A/BHLHA15/AUTS2/PAX6/UNC5C/ROBO2/NOVA2/EDN2/MGARP/RELN/CDK5R2/INPP5F/EPHA6/MAP2",169
"GO:0007409","axonogenesis","154/3563","396/13649",0.388888888888889,1.48974023139053,5.87813034650541,1.09921222384854e-08,4.49139330368642e-06,3.90581081689386e-06,"BMP7/CXCL12/FEZ1/MAP1B/RGMA/NELL2/DPYSL5/NEXN/TUBB2B/ITGB1/NRP2/NTN4/DRAXIN/LAMB2/L1CAM/PTPRO/OLFM1/GDNF/EFNB2/NDN/MAPT/PALLD/RPS6KA5/BDNF/NPR2/RAC3/SEMA3A/EDNRA/ACTB/THY1/VAX1/METRN/PTPRM/ETV1/RTN4R/MATN2/NR4A2/CHN1/SIPA1L1/ARHGEF28/NEFH/MYCBP2/APP/TUBB3/NGFR/GAP43/NIN/NPTX1/NKX6-1/SEMA3F/S100A6/SPP1/OTX2/HMCN2/BAIAP2/DCC/EFNB3/EFNA3/NUMBL/SEMA4F/DAB1/SPART/RNF6/EPHA3/LRP4/GOLGA4/PARD3/B4GALT6/ULK1/USP9X/FGF13/BRSK2/DRD2/CREB1/FLRT3/EIF4G2/ISLR2/MYPN/SEMA6C/KIF5B/SEMA6A/MACF1/EFNA5/PTPN11/EMB/UNC5A/TOP2B/EPHB6/SEMA6B/KALRN/BARHL2/ADNP/EDN1/FZD3/EFNA2/NTRK1/DLX5/ROBO3/C12orf57/CRPPA/ACTBL2/LAMA2/TBCE/WNT5A/CNTN5/NEFL/STMN1/KIF21A/SHOX2/CSF1R/AFG3L2/SLIT3/RUFY3/CNTN4/PAK3/SNAP25/RET/POU4F1/NRXN3/EFNA1/ARK2C/ANOS1/APOE/OPHN1/BCL11B/ANK3/SLITRK4/NOTCH3/HOXA2/SEMA6D/NTN1/SEMA4D/UNC5D/NRCAM/PLXNA4/SKIL/ISL2/LHX2/TRPV2/SLIT2/VAX2/POU3F2/SEMA5A/BCL11A/AUTS2/PAX6/UNC5C/ROBO2/NOVA2/EDN2/RELN/CDK5R2/EPHA6/MAP2",154
"GO:0001525","angiogenesis","179/3563","475/13649",0.376842105263158,1.44359188738053,5.84863483196239,1.13564024784666e-08,4.49139330368642e-06,3.90581081689386e-06,"TGFBI/PGF/GPNMB/HSPB6/THBS1/ADGRG1/AQP1/CALD1/TNFSF12/ZC3H12A/ITGB1/ADAMTS1/NRP2/ARHGAP22/GADD45A/EMILIN1/CCN1/JAG1/FGF2/THBS2/ANXA1/TMEM100/TGM2/FLT1/EFNB2/COL4A1/CCN2/JMJD8/NPR2/IL1B/EPAS1/EDNRA/JCAD/CDH13/THY1/HSPB1/PTPRM/ANPEP/TGFBR1/TNFAIP2/TAFA5/CLIC3/NCL/SPRY2/ECM1/AGO2/CX3CL1/SPHK1/TCF21/RAMP1/GATA6/NGFR/COL4A2/SULF1/PRCP/CTSH/MAPK7/HOXA5/SETD2/TEK/RECK/CLDN5/MTDH/HOXA3/SOX18/EFNA3/EMILIN2/HHEX/CCL2/SRPK2/F3/FOXC2/ADAM12/FOXC1/CXCR4/MEIS1/JUP/MMP14/RUNX1/SYK/MYH9/MAP2K5/TJP1/WASF2/TSPAN18/VEGFC/GLUL/CCBE1/STAT1/RGCC/HAND2/DCN/CEACAM1/TGFB2/IGFBP7/NAA15/HSPG2/SEMA6A/SOX17/BMP4/COL18A1/PIK3CA/MMP2/ATP2B4/EDN1/ROCK1/HOXB13/RBPJ/NTRK1/NPPC/EPHB4/FLT4/HDAC5/NPR3/CDC42/AIMP1/ANXA3/MED1/PIK3CG/EGR3/ID1/NPPB/WNT5A/COL27A1/FLNA/CSPG4/ACE/SCG2/BMPER/FAP/IL18/STAB1/ETS1/PRKCB/NRXN3/EFNA1/CLEC14A/PTGIS/S1PR1/ECSCR/VASH2/NOTCH3/TBX1/HIF3A/PDGFB/ESM1/PIK3C2A/TSPAN12/RSPO3/COL8A2/ACKR3/CHI3L1/ANGPT1/IL6/NRCAM/ITGAV/NOX5/HAND1/THSD7A/SLIT2/GREM1/AMOT/SEMA5A/GAB1/CEMIP2/HPSE/TBX20/EDN2/CYSLTR1/TGFBR3/EPHA1/NDNF/HOXA7/AGTR1/TBXA2R/VSTM4/BCAS3/C3/IL1A",179
"GO:0008015","blood circulation","159/3563","412/13649",0.385922330097087,1.47837605486813,5.8601157270463,1.17719551905113e-08,4.49139330368642e-06,3.90581081689386e-06,"CTSZ/ADRA1D/CXCL12/GAS6/CORO2B/COL1A2/ZC3H12A/ITGB1/PTPRO/EMILIN1/ID2/FERMT2/SGCD/CYB5R3/DSG2/NPR2/SCN9A/TPM1/EPAS1/HSP90AA1/EDNRA/SLC8A1/TRPM4/ADRA2C/AKAP12/MDM2/PDE4B/TBX2/CHRM2/KCNK6/CELF2/STC1/EHD3/ASPH/F2R/CALM2/NKX2-5/KCNMA1/APP/GATA6/HBB/PRCP/KCNE4/BDKRB2/ELN/TEK/CLDN5/ATP2A3/ADRB1/PKP2/GJA1/EMILIN2/HSPB7/KCNJ8/BDKRB1/FOXC2/FOXC1/AR/CXCR4/F2RL1/JUP/FGF13/NTSR1/TJP1/ADRB2/DRD2/ACTA2/SUCNR1/VEGFC/PTP4A3/NPY1R/SOD2/STAT1/ADAMTS16/CACNA1G/DSC2/PLN/CEACAM1/TGFB2/PIK3CA/MMP2/ATP2B4/EDN1/FKBP1B/ROCK1/SGCG/NPPC/NPR3/KCNJ12/CDC42/PLEC/HTR1B/PPP1R13L/GSTM2/PDE4D/CACNA1H/ADRB3/OCLN/ITGA9/KCNE3/KCNJ2/KCNN2/PIK3CG/NCALD/C2CD4A/NPPB/FLNA/DRD1/WNK4/ITGA1/SHOX2/ACE/DOCK4/ATP2B1/ATP1B2/CLIC2/NTS/APOE/FLI1/AKAP9/PDE5A/PDGFB/HTR2B/KCNMB4/PIK3C2A/ANGPT1/SCN3B/POSTN/CACNA1C/NPY/SLIT2/PDE3A/SCN5A/AMOT/UTS2/TBX5/ERAP2/TBC1D8/TBX20/OLR1/EDN2/SVEP1/DSP/HRH2/KCNE1/SLC2A5/CYSLTR1/TBXAS1/TH/OR51E2/NAV2/FGF12/UTS2B/AGTR1/TBXA2R/VSTM4/SCN1A/ADRA1B/SLC6A4",159
"GO:0003013","circulatory system process","180/3563","486/13649",0.37037037037037,1.41880022037193,5.58766719927987,4.43596694728721e-08,1.5866899274578e-05,1.37981919255092e-05,"CTSZ/ADRA1D/CXCL12/GAS6/CORO2B/COL1A2/ZC3H12A/ITGB1/SLC5A6/PTPRO/EMILIN1/SLC29A2/ID2/FERMT2/SGCD/CYB5R3/DSG2/NPR2/SLC2A10/SCN9A/TPM1/HEG1/EPAS1/HSP90AA1/EDNRA/SLC8A1/TRPM4/ADRA2C/AKAP12/MDM2/PDE4B/TBX2/CHRM2/KCNK6/CELF2/STC1/EHD3/ASPH/F2R/CALM2/NKX2-5/SLC1A4/SLC4A4/KCNMA1/APP/GATA6/HBB/PRCP/KCNE4/BDKRB2/ELN/SLC29A1/TEK/CLDN5/WWTR1/ATP2A3/ADRB1/PKP2/NOX4/GJA1/EMILIN2/HSPB7/KCNJ8/SLC6A9/BDKRB1/LRP1/FOXC2/FOXC1/AR/CXCR4/F2RL1/JUP/FGF13/NTSR1/SLC22A3/TJP1/ADRB2/DRD2/SLC19A1/ACTA2/SUCNR1/VEGFC/PTP4A3/NPY1R/SOD2/STAT1/ADAMTS16/CACNA1G/DSC2/PLN/CEACAM1/TGFB2/PIK3CA/MMP2/ATP2B4/EDN1/FKBP1B/ROCK1/SGCG/NPPC/ABCG2/NPR3/SLC7A2/KCNJ12/CDC42/PLEC/HTR1B/PPP1R13L/GSTM2/PDE4D/CACNA1H/ADRB3/SLC44A1/OCLN/ITGA9/KCNE3/KCNJ2/KCNN2/PIK3CG/NCALD/C2CD4A/NPPB/FLNA/DRD1/WNK4/ITGA1/SHOX2/ACE/DOCK4/ATP2B1/ATP1B2/CLIC2/NTS/ABCC4/APOE/FLVCR2/FLI1/AKAP9/PDE5A/PDGFB/HTR2B/KCNMB4/PIK3C2A/ANGPT1/SCN3B/POSTN/CACNA1C/ABCC2/NPY/SLIT2/PDE3A/SCN5A/AMOT/SLC38A3/UTS2/TBX5/ERAP2/TBC1D8/TBX20/OLR1/EDN2/SVEP1/DSP/HRH2/KCNE1/SLC2A5/CYSLTR1/TBXAS1/TH/OR51E2/NAV2/FGF12/UTS2B/AGTR1/TBXA2R/VSTM4/SCN1A/ADRA1B/SLC6A4/SLC7A8",180
"GO:0048568","embryonic organ development","144/3563","374/13649",0.385026737967914,1.4749452558305,5.53534923281642,6.817286467513e-08,2.2950194384457e-05,1.99579754912703e-05,"BMP7/SH2B3/DLX2/MDFI/TUBB2B/COL11A1/FZD6/CCN1/PITX2/ID2/SALL1/GDNF/FBN1/ERCC1/GGNBP2/HOXA11/FOXF1/HOXB6/CTHRC1/EPAS1/TP53/EDNRA/TBX3/KRT8/HOXA9/ALX4/MAFB/TGFBR1/SPINT1/HLX/SIX1/TEAD1/TBX2/SPRY2/MAPK1/HOXC9/NKX2-5/TCF21/HOXB7/TEAD4/PRRX1/HOXA5/SETD2/LRIG1/PKD2/HOXA3/NIPBL/BMP5/SOX18/GJA1/MICAL2/CDH23/EFEMP1/PRDM1/MBD2/HOXA4/SOX9/FOXC2/FOXC1/ZFPM2/MMP14/ASB2/ZNF568/HOXA1/A2M/OSR1/IFT52/HAND2/LIF/TGFB2/REST/SOX17/BMP4/CSF2/COL18A1/FLT3LG/ALDH1A3/HOXD9/EDN1/ZEB1/FZD3/ZIC1/RBPJ/PBX3/DLX5/CDC42/KIT/PPP1R13L/GSC/TFEB/CITED1/HES1/CEP290/MED1/SOCS3/OTX1/WNT5A/COL27A1/WNT2/KMT2A/SHOX2/PAX8/CEBPA/TFAP2A/EYA1/WHRN/SOBP/EFNA1/VASH2/MESP1/HOXB9/EN1/TBX1/CHRNA9/KRT19/HOXA2/PDGFB/NTN1/NES/HOXB5/RSPO3/PLXNA4/MYO6/DNAAF1/HAND1/VAX2/MYO15A/ALX1/LHFPL5/MFAP5/PAX6/TBX20/CIMAP3/SIX2/NKX3-2/HOXC4/LRIG3/NDRG4/TH/RBP4/HOXA7/TBX6/AHI1/DLX6",144
"GO:0001501","skeletal system development","168/3563","456/13649",0.368421052631579,1.41133285079102,5.30990769764957,1.87371730629411e-07,5.95738007995621e-05,5.18066399073599e-05,"ERRFI1/TGFBI/DHRS3/FST/BMP7/MGP/DLX2/COL1A2/MDFI/COL11A1/BARX2/CCN1/PITX2/PITX1/FGF2/HOXC8/TGM2/CYTL1/SIGLEC15/FBN1/HOXA11/HEXB/CCN2/HOXB6/RFLNB/NPR2/SLC2A10/ANKH/TP53/EDNRA/TBX3/CHRDL2/HOXA9/HAPLN1/BMP1/ALX4/TGFBR1/SIX1/CD44/DLX1/ACP5/STC1/SNAI2/RUNX3/ECM1/HOXC9/HOXB7/SRD5A1/TEAD4/SULF1/GDF11/PRRX1/ADAMTS12/HOXA5/SETD2/TEK/COL1A1/ETS2/SCIN/TWSG1/HOXA3/NIPBL/BMP5/BGN/GJA1/ZNF219/PTHLH/EFEMP1/HOXA4/COL6A1/SOX9/FOXC2/FOXC1/COL3A1/MMP14/RUNX1/CTSK/HOXA10/BBX/COL5A2/SULF2/PLS3/AKAP13/VCAN/HOXA1/OSR1/DLX3/HAND2/TGFB2/CTC1/HAS2/PTPN11/BMP4/COL18A1/HOXD9/MMP2/TRIP11/DMRT2/EDN1/HYAL3/ZEB1/PAPSS2/HOXC6/NPPC/DLX5/VKORC1/NPR3/XYLT1/GSC/LARGE1/TLL1/GDF5/SOX5/VDR/SH3PXD2B/CCN4/NFATC2/FOXN3/RFLNA/WNT5A/COL27A1/SCX/SHOX2/RAB23/TFAP2A/HOXD13/EYA1/TTC9/COL10A1/HOXA13/PHEX/HOXB9/EN1/TBX1/HOXA2/DLX4/HAPLN4/SEMA4D/HOXB5/HES7/RASSF2/CHI3L1/SLC10A7/EXTL1/CHADL/HAND1/P2RX5/ALX1/GREM1/ARSL/COL11A2/TMEM119/PAPPA2/COL9A2/TNFRSF11B/HSD17B1/SIX2/HHIP/HOXA6/NKX3-2/HOXC4/GPR68/WNT9A/RBP4/HOXA7/PTGER4/FGFR3/DLX6",168
"GO:0048839","inner ear development","67/3563","147/13649",0.45578231292517,1.74599292425362,5.40477053078317,2.45290705010146e-07,7.3884142356477e-05,6.42512162486409e-05,"COL11A1/FZD6/JAG1/CEBPD/FGF2/CYTL1/ATP8B1/CTHRC1/KCNK2/TBX3/DIAPH3/C1QTNF5/MAFB/SIX1/TBX2/SPRY2/KCNK3/PRRX1/LRIG1/LRP10/CDH23/ANP32B/SOX9/SOX2/GABRA5/HOXA1/TGFB2/REST/IFT20/GSDME/PTPN11/BMP4/ALDH1A3/TRIP11/ZEB1/SDC4/FZD3/ZIC1/RBPJ/DLX5/SLC4A7/HES1/CEP290/OTX1/WNT5A/BMPER/PAX8/CEBPA/CECR2/TFAP2A/EYA1/WHRN/SOBP/HOXA13/MCOLN3/TBX1/CHRNA9/NTN1/OTOGL/MYO6/MYO15A/HPCA/LHFPL5/LRIG3/AHI1/DLX6/IFT88",67
"GO:0050808","synapse organization","175/3563","482/13649",0.363070539419087,1.39083631561356,5.19227813252868,3.23566614303e-07,9.25885866828034e-05,8.05169974960307e-05,"MAP1B/LRRC24/PALM/NRXN2/ARHGAP44/ITGB1/PCDHB2/NRP2/ARHGAP22/LAMB2/L1CAM/PTPRO/AMIGO2/THBS2/GDNF/UBE3A/FGF7/ARF4/DKK1/ARC/CAP1/LRRC4B/COL4A1/MAPT/RPS6KA5/BDNF/SARM1/CADM4/NEGR1/RAC3/PDXP/ACTB/EIF4G1/DAAM1/CDH2/RTN4R/SIX1/INA/ELFN1/PTPN13/C1QL1/PCDHB5/SDK1/SIPA1L1/F2R/ZNF804A/ARHGAP39/NEFH/AGO2/CX3CL1/SEPTIN11/MYCBP2/APP/COL4A5/GAP43/ZC4H2/LRFN5/NPTX1/SEMA3F/HMCN2/DNAJA3/BAIAP2/EFNB3/DAB1/HOMER1/LRP4/PCDHB16/KCNJ8/PPFIBP1/PTPRD/LZTS1/SDK2/CHD4/CHRNA1/FGF13/AGRN/DRD2/WASF2/SHANK1/PDZRN3/GABRA5/DOCK1/FLRT3/KIRREL3/CAP2/KIF5B/REST/EFNA5/LRFN3/MDGA1/LRRN3/IQSEC2/NLGN4X/ADNP/NGEF/ROCK1/MTMR2/ZMYND8/NECTIN3/NTRK1/PCDHB14/NLGN1/WASF1/SRCIN1/CDC42/NEDD4/FRMPD4/IL10RA/LARGE1/ACTBL2/PCDHB11/CSMD2/KIF1A/WNT5A/FLNA/DRD1/CNTN5/NEFL/ZNF365/DNER/PCDHB6/PCDHGC5/SYNPO/DOCK4/AFG3L2/CDH6/CNTN4/PAK3/SNAP25/POU4F1/GABRE/EFNA1/APOE/OPHN1/ANK3/CLSTN2/SLITRK4/MARK1/PPFIA4/CDH10/HAPLN4/SHANK3/NTN1/SEMA4D/PCDH17/SNCA/SHANK2/ARHGAP33/NRCAM/PLXNA4/GPRASP3/DNM3/DRP2/RAB17/TENM4/AMOT/ARHGEF9/ROBO2/CLN3/DOCK10/PPFIBP2/SEZ6L2/ADD2/MUSK/SHISA6/SEZ6/SYBU/RELN/NLGN4Y/SEZ6L/TLN2/C3/BSN/CACNA2D2/FILIP1",175
"GO:0048706","embryonic skeletal system development","57/3563","120/13649",0.475,1.819611282627,5.35980067421009,3.52145808500473e-07,9.59681172403908e-05,8.34559089017662e-05,"BMP7/DLX2/MDFI/COL11A1/HOXA11/HOXB6/SLC2A10/EDNRA/HOXA9/ALX4/TGFBR1/SIX1/DLX1/HOXC9/HOXB7/SULF1/PRRX1/HOXA5/SETD2/COL1A1/HOXA3/NIPBL/HOXA4/FOXC2/MMP14/SULF2/HOXA1/OSR1/DLX3/HAND2/BMP4/HOXD9/DMRT2/ZEB1/HOXC6/DLX5/XYLT1/GSC/WNT5A/SCX/SHOX2/TFAP2A/EYA1/HOXB9/TBX1/HOXA2/DLX4/HOXB5/ALX1/SIX2/HOXA6/NKX3-2/HOXC4/WNT9A/RBP4/HOXA7/DLX6",57
"GO:0003206","cardiac chamber morphogenesis","52/3563","107/13649",0.485981308411215,1.86167804617027,5.31836878061441,4.64707437070741e-07,0.000120887302834357,0.000105126160883754,"DHRS3/BMP7/COL11A1/ADAMTS1/NRP2/CCN1/JAG1/FOXF1/TPM1/HEG1/TP53/EDNRA/TBX3/TGFBR1/MDM2/TBX2/NKX2-5/GATA6/TEK/BMP5/PKP2/FOXC2/FOXC1/ZFPM2/SOX4/HAND2/TGFB2/BMP4/RBPJ/PPP1R13L/SAV1/HES1/MED1/WNT2/SHOX2/NPY5R/SLIT3/POU4F1/MESP1/TBX1/DNAH11/SMAD6/HAND1/SLIT2/ROBO2/TBX5/TBX20/DSP/TGFBR3/RBP4/HEYL/CPE",52
"GO:0048562","embryonic organ morphogenesis","97/3563","239/13649",0.405857740585774,1.55474383981342,5.14233050581264,6.06977174213338e-07,0.000146498275379118,0.000127398005461337,"BMP7/DLX2/MDFI/COL11A1/FZD6/ID2/FBN1/HOXA11/FOXF1/HOXB6/CTHRC1/EDNRA/TBX3/HOXA9/ALX4/MAFB/TGFBR1/HLX/SIX1/TBX2/SPRY2/MAPK1/HOXC9/NKX2-5/TCF21/HOXB7/PRRX1/HOXA5/SETD2/LRIG1/PKD2/HOXA3/NIPBL/SOX18/GJA1/MICAL2/CDH23/EFEMP1/HOXA4/SOX9/FOXC2/MMP14/ASB2/HOXA1/OSR1/IFT52/HAND2/REST/SOX17/BMP4/ALDH1A3/HOXD9/EDN1/ZEB1/FZD3/ZIC1/DLX5/GSC/HES1/CEP290/OTX1/WNT5A/SHOX2/PAX8/TFAP2A/EYA1/WHRN/SOBP/EFNA1/MESP1/HOXB9/TBX1/CHRNA9/HOXA2/NTN1/HOXB5/MYO6/DNAAF1/HAND1/VAX2/MYO15A/ALX1/LHFPL5/MFAP5/PAX6/TBX20/SIX2/NKX3-2/HOXC4/LRIG3/NDRG4/TH/RBP4/HOXA7/TBX6/AHI1/DLX6",97
"GO:0003205","cardiac chamber development","67/3563","150/13649",0.446666666666667,1.71107306576855,5.2046555854186,6.14355863899849e-07,0.000146498275379118,0.000127398005461337,"DHRS3/BMP7/COL11A1/ADAMTS1/NRP2/CCN1/JAG1/SALL1/FOXF1/KCNK2/TPM1/HEG1/TP53/EDNRA/TBX3/MYOCD/TGFBR1/MDM2/TBX2/NKX2-5/GATA6/TEK/BMP5/PKP2/NPRL3/KCNJ8/PRDM1/FOXC2/FOXC1/ZFPM2/SOX4/DCTN5/HAND2/TGFB2/BMP4/TRIP11/RBPJ/PPP1R13L/SAV1/HES1/MED1/WNT5A/LUZP1/WNT2/SHOX2/PAX8/NPY5R/SLIT3/POU4F1/HOXA13/MESP1/MDM4/TBX1/DNAH11/SMAD6/HAND1/SLIT2/SCN5A/ROBO2/TBX5/TBX20/DSP/TGFBR3/RBP4/HEYL/CPE/DAND5",67
"GO:0072073","kidney epithelium development","60/3563","131/13649",0.458015267175573,1.75454683740651,5.1576107939211,8.35254705648568e-07,0.00019120650721707,0.000166277231507639,"BMP7/LGR4/AQP1/CD24/LAMB2/PTPRO/ARG2/JAG1/FGF2/SALL1/GDNF/EFNB2/HOXA11/CRLF1/EDNRA/SIX1/TCF21/HOXB7/KIF26B/GDF11/SPRY1/PKD2/WWTR1/MYC/SOX9/FOXC2/FOXC1/PODXL/STAT1/ADAMTS16/OSR1/LIF/BMP4/HS3ST3A1/EDN1/SDC4/HS3ST3B1/NPNT/KLHL3/CITED1/HES1/WNK4/BMPER/PAX8/RET/EYA1/SOX8/MYO1E/PECAM1/SMAD6/SLIT2/MAGI2/GREM1/ROBO2/SIX2/TACSTD2/HEYL/WNT6/WT1/AHI1",60
"GO:0072006","nephron development","62/3563","137/13649",0.452554744525547,1.73362888241066,5.12932033445236,9.20419805556684e-07,0.000202598559507727,0.00017618400164664,"BMP7/LGR4/AQP1/CD24/LAMB2/PTPRO/JAG1/FGF2/SALL1/GDNF/HOXA11/EDNRA/SIX1/TCF21/HOXB7/IL6R/KIF26B/SULF1/TEK/PKD2/WWTR1/MYC/SOX9/FOXC2/FOXC1/PODXL/SULF2/ACTA2/STAT1/ADAMTS16/OSR1/KIRREL3/LIF/NID1/BMP4/HS3ST3A1/EDN1/SERPINB7/HS3ST3B1/NPNT/KLHL3/CITED1/HES1/WNK4/PAX8/NUP160/RET/EYA1/SOX8/NOTCH3/MYO1E/PDGFB/PECAM1/ANGPT1/MAGI2/GREM1/SIX2/TACSTD2/HEYL/WNT6/WT1/AHI1",62
"GO:0010977","negative regulation of neuron projection development","55/3563","118/13649",0.466101694915254,1.78552400614603,5.0935251480042,1.19617151968738e-06,0.00025265336768811,0.00021971272380687,"RGMA/DRAXIN/PTPRO/UBE3A/DKK1/EFNB2/SEMA3A/PTPN9/THY1/LPAR1/THOC2/PMP22/RTN4R/MDM2/RTN4RL1/SEMA3F/NEU4/SPP1/DCC/EFNB3/SEMA4F/DAB1/SPART/RNF6/LRP4/ULK1/DAB2/FGF13/SEMA6C/NGEF/NLGN1/HES1/MYLIP/WNT5A/FLNA/ZNF365/CRMP1/DPYSL3/NR2F1/RUFY3/EFNA1/ZNF296/APOE/FAT3/SEMA6D/NTN1/DNM3/SLIT2/SEMA5A/BCL11A/STMN2/MGARP/INPP5F/MAP2/TBX6",55
"GO:0001656","metanephros development","38/3563","72/13649",0.527777777777778,2.02179031403,5.16665017133432,1.23611642412495e-06,0.00025265336768811,0.00021971272380687,"BMP7/LGR4/AQP1/LAMB2/SALL1/GDNF/FBN1/HOXA11/SIX1/APH1A/TCF21/KIF26B/GDF11/CTSH/SPRY1/PKD2/WWTR1/NIPBL/MYC/SOX9/FOXC2/STAT1/OSR1/LIF/SOX17/BMP4/CITED1/HES1/PAX8/RET/EYA1/SOX8/PDGFB/GREM1/FRAS1/ROBO2/SIX2/WT1",38
"GO:0072210","metanephric nephron development","21/3563","31/13649",0.67741935483871,2.5950313708093,5.28416472161748,1.39604239006651e-06,0.000275501744770712,0.000239582156814318,"LGR4/AQP1/LAMB2/SALL1/GDNF/TCF21/KIF26B/PKD2/SOX9/STAT1/OSR1/LIF/BMP4/HES1/PAX8/RET/SOX8/PDGFB/GREM1/SIX2/WT1",21
"GO:0010975","regulation of neuron projection development","146/3563","398/13649",0.366834170854271,1.40525388660958,4.87671453007146,1.56936634848012e-06,0.000299382787078391,0.000260349617389965,"BMP7/CXCL12/FEZ1/MAP1B/RGMA/DDR1/DPYSL5/ARHGAP44/TUBB2B/DRAXIN/L1CAM/PTPRO/UBE3A/DKK1/EFNB2/ARC/MAPT/BDNF/SARM1/NEGR1/SEMA3A/PTPN9/THY1/LPAR1/THOC2/PMP22/METRN/RTN4R/MDM2/CHN1/SYNE1/SIPA1L1/ZNF804A/NSMF/CX3CL1/MYCBP2/DGKG/RTN4RL1/PRRX1/NIN/SEMA3F/NEU4/SPP1/BAIAP2/DCC/BMP5/EFNB3/SEMA4F/DAB1/SPART/ABL2/RNF6/EPHA3/LRP4/GOLGA4/PTPRD/SCARB2/ULK1/PTN/SETX/CCDC88A/LZTS1/DAB2/FGF13/BRSK2/SDC2/EIF4G2/ENC1/ISLR2/SEMA6C/MACF1/EFNA5/RAPGEF1/ADNP/FKBP1B/NGEF/NTRK1/ROBO3/NLGN1/SRCIN1/NEDD4/KDM1A/CUX1/ALK/HES1/KIF1A/MYLIP/WNT5A/FLNA/NEFL/ZNF365/KIF21A/SHOX2/CRMP1/DPYSL3/PREX1/NR2F1/ATP1B2/RUFY3/PAK3/SNAP25/RET/SS18L1/EFNA1/ZNF296/APOE/FAT3/TENM3/MARK1/SEMA6D/SHANK3/NTN1/SEMA4D/KIDINS220/ARHGAP33/NRCAM/PLXNA4/SKIL/GPRASP3/DNM3/RAB17/SERPINI1/TRPV2/SLIT2/MAGI2/LTK/NTRK3/POU3F2/SEMA5A/PLA2G3/BCL11A/STMN2/PAX6/ROBO2/NOVA2/MUSK/PTK6/MGARP/SEZ6/NDRG4/RELN/NDNF/INPP5F/FES/MAP2/TBX6",146
